Rank,Year,Artist,Song1,Chart_Year
300,1991,Natalie Cole (With Nat King Cole),UnforgettableNatalie Cole,1995
252,1966,Isley Brothers,There's No Love Left,1995
253,1965,The Righteous Brothers,(I Love You) For Sentimental Reasons,1995
254,1963,The Angels,(Love Me) Now,1995
255,1957,Johnnie And Joe,"My Baby's Gone, On, On",1995
256,1965,The 4 Seasons,On Broadway Tonight,1995
257,1968,The Foundations,New Direction,1995
258,1964,The Beatles,From Me To You,1995
259,1963,Jay And The Americans,My Clair De Lune,1995
260,1958,Conway Twitty,I'll Try,1995
261,1958,Bobby Day,Over And Over,1995
262,1981,Neil Diamond,Amazed And Confused,1995
263,1966,The 4 Seasons,Beggars' Parade,1995
264,1963,The Earls,I Keep A Tellin' You,1995
265,1966,Frank Sinatra,You Make Me Feel So Young,1995
266,1968,The Monkees,Tapioca Tundra,1995
267,1958,The Coasters,Zing! Went The Strings Of My Heart,1995
268,1967,Procol Harum,Lime Street Blues,1995
269,1963,Martha And The Vandellas,A Love Like Yours (Don't Come Knocking Everyday),1995
270,1980,John Lennon,Kiss Kiss Kiss,1995
271,1957,Buddy Knox With The Rhythm Orchids,My Baby's Gone,1995
272,1960,Bobby Rydell,I'd Do It Again,1995
273,1967,The Association,Requiem For The Masses,1995
274,1969,The Beatles,Come Together,1995
275,1964,The Beach Boys,Don't Worry Baby,1995
276,1965,Bobby Vinton,Satin,1995
277,1969,Spiral Starecase,Broken-Hearted Man,1995
278,1981,Kenny Rogers,So In Love With You,1995
279,1963,Vito And The Salutations,"Hey, Hey, Baby",1995
280,1962,Ruby And The Romantics,Moonlight And Music,1995
281,1958,The Everly Brothers,Claudette,1995
282,1969,The Brooklyn Bridge,Welcome Me Love,1995
283,1968,The Beatles,Revolution,1995
284,1970,Badfinger,Carry On Till Tomorrow,1995
285,1969,Zager And Evans,Little Kids,1995
286,1959,Johnny Mathis,The Story Of Our Love,1995
287,1961,"The Chimes [60s, Brooklyn]",I'm In The Mood For Love,1995
288,1979,Neil Diamond,I'm A Believer,1995
289,1968,Bobby Goldsboro,Danny,1995
290,1970,Smokey Robinson And The Miracles,Promise Me,1995
291,1958,Bobby Darin,"Judy, Don't Be Moody",1995
292,1967,Lulu,To Sir With Love,1995
293,1967,The Young Rascals,Sueño,1995
294,1962,Jay And The Americans,She Cried,1995
295,1968,Marvin Gaye,You're What's Happening (In The World Today),1995
296,1961,Gene Pitney,Air Mail Special Delivery,1995
297,1966,? (Question Mark) And The Mysterians,Midnight Hour,1995
298,1966,Jimmy Ruffin,Baby I've Got It,1995
299,1964,The Beatles,I Saw Her Standing There,1995
300,1991,Natalie Cole (With Nat King Cole),Cottage For Sale,1995
301,1963,The Crystals,Then He Kissed Me,1995
302,1959,The Skyliners,It Happened Today,1995
303,1964,The Beatles,A Hard Day's Night,1995
304,1967,The Young Rascals,How Can I Be Sure,1995
305,1964,The Zombies,Tell Her No,1995
306,1956,The Six Teens,A Casual Look,1995
307,1965,Bob Lind,Cheryl's Goin' Home,1995
308,1973,John Lennon,Mind Games,1995
309,1962,Little Eva,The Loco-Motion,1995
310,1973,Jim Croce,Time In A Bottle,1995
311,1960,The Paradons,Diamonds And Pearls,1995
312,1955,Moonglows,Most Of All,1995
313,1975,Bruce Springsteen,Born To Run,1995
314,1965,The Miracles,The Tracks Of My Tears,1995
315,1958,Ed Townsend,For Your Love,1995
316,1970,The Beatles,The Long And Winding Road,1995
317,1970,The Grass Roots,Temptation Eyes,1995
318,1960,Brenda Lee,I'm Sorry,1995
319,1968,Elvis Presley,If I Can Dream,1995
320,1964,J. Frank Wilson And The Cavaliers,Last Kiss,1995
321,1966,The Beatles,Michelle,1995
322,1964,The Searchers,Needles And Pins,1995
323,1975,Kenny Vance,Looking For An Echo,1995
324,1966,The Supremes,You Can't Hurry Love,1995
325,1963,Lesley Gore,You Don't Own Me,1995
326,1958,The Monotones,Book Of Love,1995
327,1966,Four Tops,Reach Out I'll Be There,1995
328,1958,The Flamingos,Lovers Never Say Goodbye,1995
329,1958,Lee Andrews And The Hearts,Try The Impossible,1995
330,1968,Creedence Clearwater Revival,Proud Mary,1995
331,1971,Marvin Gaye,What's Going On,1995
332,1957,The Channels,That's My Desire,1995
333,1958,Ricky Nelson,Poor Little Fool,1995
334,1964,The Beach Boys,I Get Around,1995
335,1961,Don And Juan,What's Your Name,1995
336,1966,The Temptations,Ain't Too Proud To Beg,1995
337,1967,The Beatles,Strawberry Fields Forever,1995
338,1957,The Harptones,The Shrine Of St. Cecilia,1995
339,1965,Bob Dylan,Like A Rolling Stone,1995
340,1960,Dion And The Belmonts,In The Still Of The Night,1995
341,1960,Jimmy Charles And The Revelletts,A Million To One,1995
342,1957,The Crickets,That'll Be The Day,1995
343,1965,The Toys,A Lover's Concerto,1995
344,1970,John Ono Lennon (With The Plastic Ono Band),Instant Karma (We All Shine On)Yoko Ono Lennon (With The Plastic Ono Band),1995
345,1965,The Miracles,Ooo Baby Baby,1995
346,1961,The Tokens,Tonight I Fell In Love,1995
347,1966,The Monkees,I'm A Believer,1995
348,1956,Clyde McPhatter,Treasure Of Love,1995
349,1966,The Beach Boys,Sloop John B,1995
350,1958,The Videos,"Trickle, Trickle",1995
301,1963,The Crystals,Brother Julius,1995
302,1959,The Skyliners,Lonely Way,1995
303,1964,The Beatles,I Should Have Known Better,1995
304,1967,The Young Rascals,I'm So Happy Now,1995
305,1964,The Zombies,Leave Me Be,1995
306,1956,The Six Teens,Teen Age Promise,1995
307,1965,Bob Lind,Elusive Butterfly,1995
308,1973,John Lennon,Meat City,1995
309,1962,Little Eva,He Is The Boy,1995
310,1973,Jim Croce,Hard Time Losin' Man,1995
311,1960,The Paradons,I Want Love,1995
312,1955,Moonglows,She's Gone,1995
313,1975,Bruce Springsteen,Meeting Across The River,1995
314,1965,The Miracles,Fork In The Road,1995
315,1958,Ed Townsend,Over And Over Again,1995
316,1970,The Beatles,For You Blue,1995
317,1970,The Grass Roots,Keepin' Me Down,1995
318,1960,Brenda Lee,Thats All You Gotta Do,1995
319,1968,Elvis Presley,Edge Of Reality,1995
320,1964,J. Frank Wilson And The Cavaliers,That's How Much I Love You,1995
321,1966,The Beatles,Girl,1995
322,1964,The Searchers,Ain't That Just Like Me,1995
323,1975,Kenny Vance,In Each Others Arms,1995
324,1966,The Supremes,Put Yourself In My Place,1995
325,1963,Lesley Gore,"Run Bobby, Run",1995
326,1958,The Monotones,You Never Loved Me,1995
327,1966,Four Tops,Until You Love Someone,1995
328,1958,The Flamingos,That Love Is You,1995
329,1958,Lee Andrews And The Hearts,Nobody's Home,1995
330,1968,Creedence Clearwater Revival,Born On The Bayou,1995
331,1971,Marvin Gaye,God Is Love,1995
332,1957,The Channels,Stay As You Are,1995
333,1958,Ricky Nelson,Don't Leave Me This Way,1995
334,1964,The Beach Boys,Don't Worry Baby,1995
335,1961,Don And Juan,Chicken Necks,1995
336,1966,The Temptations,You'll Lose A Precious Love,1995
337,1967,The Beatles,Penny Lane,1995
338,1957,The Harptones,Ou Wee Baby,1995
339,1965,Bob Dylan,Gates Of Eden,1995
340,1960,Dion And The Belmonts,A Funny Feeling,1995
341,1960,Jimmy Charles And The Revelletts,Hop Scotch Hop,1995
342,1957,The Crickets,I'm Lookin' For Someone To Love,1995
343,1965,The Toys,This Night,1995
344,1970,John Ono Lennon (With The Plastic Ono Band),Who Has Seen The Wind?,1995
345,1965,The Miracles,All That's Good,1995
346,1961,The Tokens,I'll Always Love You,1995
347,1966,The Monkees,(I'm Not Your) Steppin' Stone,1995
348,1956,Clyde McPhatter,When You're Sincere,1995
349,1966,The Beach Boys,You're So Good To Me,1995
350,1958,The Videos,"Moonglow, You Know",1995
351,1966,The Beatles,Paperback Writer,1995
352,1963,Little Peggy March,I Will Follow Him,1995
353,1957,The Dubs,Don't Ask Me (To Be Lonely),1995
354,1970,Badfinger,Come And Get It,1995
355,1960,The Skyliners,Pennies From Heaven,1995
356,1968,The Grass Roots,Midnight Confessions,1995
357,1969,Tommy James And The Shondells,Crystal Blue Persuasion,1995
358,1971,Three Dog Night,Joy To The World,1995
359,1961,Roy Orbison,Running Scared,1995
360,1966,Swingin' Medallions,Double Shot (Of My Baby's Love),1995
361,1982,Barbra Streisand,Memory,1995
362,1967,The Monkees,Daydream Believer,1995
363,1963,The Rivieras [Indiana],California Sun,1995
364,1989,Bette Midler,Wind Beneath My Wings,1995
365,1968,The Union Gap Featuring Gary Puckett,Young Girl,1995
366,1963,The Chiffons,He's So Fine,1995
367,1965,Sam The Sham And The Pharaohs,Wooly Bully,1995
368,1978,Village People,Y.M.C.A.,1995
369,1957,Jerry Lee Lewis,Whole Lot Of Shakin' Going On,1995
370,1968,Simon And Garfunkel,Mrs. Robinson,1995
371,1963,The Surfaris,Wipe Out,1995
372,1959,The Fireflies,You Were Mine,1995
373,1965,The Beach Boys,Barbara Ann,1995
374,1957,The Everly Brothers,Bye Bye Love,1995
375,1963,Dion (Di Muci),Donna The Prima Donna,1995
376,1959,The Everly Brothers,Let It Be Me,1995
377,1966,The Happenings,See You In September,1995
378,1973,Gladys Knight And The Pips,Midnight Train To Georgia,1995
379,1964,The Beach Boys,"Fun, Fun, Fun",1995
380,1965,The Moody Blues,Go Now!,1995
381,1961,Ernie K-Doe,Mother-In-Law,1995
382,1969,The 5th Dimension,Medle,1995
383,1958,The Crickets,Maybe Baby,1995
384,1955,Al Hibbler,Unchained Melody,1995
385,1963,Four Seasons,Candy Girl,1995
386,1982,The Four Tops,Sad Hearts,1995
387,1977,Eagles,Hotel California,1995
388,1963,Jan And Dean,Surf City,1995
389,1964,Dean Martin,Everybody Loves Somebody,1995
390,1954,The Diablos Featuring Nolan Strong,"Baby, Be Mine",1995
391,1974,Paper Lace,The Night Chicago Died,1995
392,1962,Mr. Acker Bilk,Stranger On The Shore,1995
393,1960,Neil Sedaka,Calendar Girl,1995
394,1966,The Beatles,Michelle,1995
395,1965,Barry McGuire,Eve Of Destruction,1995
396,1966,The 4 Seasons,I've Got You Under My Skin,1995
397,1967,The Association,Windy,1995
398,1970,Elton John,Your Song,1995
399,1964,The Supremes,Where Did Our Love Go,1995
400,1959,The Impalas,Sorry (I Ran All The Way Home),1995
351,1966,The Beatles,Rain,1995
352,1963,Little Peggy March,Wind-Up Doll,1995
353,1957,The Dubs,Darling,1995
354,1970,Badfinger,Rock Of All Ages,1995
355,1960,The Skyliners,I'll Be Seeing You,1995
356,1968,The Grass Roots,Who Will You Be Tomorrow,1995
357,1969,Tommy James And The Shondells,I'm Alive,1995
358,1971,Three Dog Night,I Can Hear You Calling,1995
359,1961,Roy Orbison,Love Hurts,1995
360,1966,Swingin' Medallions,Here It Comes Again,1995
361,1982,Barbra Streisand,"Evergreen (Love Theme From ""A Star Is Born"")",1995
362,1967,The Monkees,Goin' Down,1995
363,1963,The Rivieras [Indiana],H B Goose Step,1995
364,1989,Bette Midler,Oh Industry,1995
365,1968,The Union Gap Featuring Gary Puckett,I'm Losing You,1995
366,1963,The Chiffons,Oh My Lover,1995
367,1965,Sam The Sham And The Pharaohs,Ain't Gonna Move,1995
368,1978,Village People,The Women,1995
369,1957,Jerry Lee Lewis,It'll Be Me,1995
370,1968,Simon And Garfunkel,Old Friends / Bookends,1995
371,1963,The Surfaris,Surfer Joe,1995
372,1959,The Fireflies,Stella Got A Fella,1995
373,1965,The Beach Boys,Girl Don't Tell Me,1995
374,1957,The Everly Brothers,I Wonder If I Care As Much,1995
375,1963,Dion (Di Muci),You're Mine,1995
376,1959,The Everly Brothers,Since You Broke My Heart,1995
377,1966,The Happenings,He Thinks He's A Hero,1995
378,1973,Gladys Knight And The Pips,Midnight Train To Georgia (Instrumental),1995
379,1964,The Beach Boys,Why Do Fools Fall In Love,1995
380,1965,The Moody Blues,Lose Your Money,1995
381,1961,Ernie K-Doe,"Wanted, $10,000.00 Reward",1995
382,1969,The 5th Dimension,Aquarius / Let The Sunshine In (The Flesh Failures)B,1995
383,1958,The Crickets,Tell Me How,1995
384,1955,Al Hibbler,Daybreak,1995
385,1963,Four Seasons,Marlena,1995
386,1982,The Four Tops,I Believe In You And Me,1995
387,1977,Eagles,Pretty Maids All In A Row,1995
388,1963,Jan And Dean,She's My Summer Girl,1995
389,1964,Dean Martin,A Little Voice,1995
390,1954,The Diablos Featuring Nolan Strong,The Wind,1995
391,1974,Paper Lace,Can You Get It When You Want It,1995
392,1962,Mr. Acker Bilk,Cielito Lindo,1995
393,1960,Neil Sedaka,The Same Old Fool,1995
394,1966,The Beatles,Girl,1995
395,1965,Barry McGuire,What Exactly's The Matter With Me,1995
396,1966,The 4 Seasons,Huggin' My Pillow,1995
397,1967,The Association,Sometime,1995
398,1970,Elton John,Take Me To The Pilot,1995
399,1964,The Supremes,He Means The World To Me,1995
400,1959,The Impalas,"Fool, Fool, Fool",1995
401,1962,The Cascades,Rhythm Of The Rain,1995
402,1968,Tommy James And The Shondells,Mony Mony,1995
403,1955,The Harptones,Life Is But A Dream,1995
404,1962,Neil Sedaka,Breaking Up Is Hard To Do,1995
405,1967,Jackie Wilson,(Your Love Keeps Lifting Me) Higher And Higher,1995
406,1957,The Tune Weavers,"Happy, Happy Birthday BabyPaul Gayten",1995
407,1966,The Troggs,Wild Thing,1995
408,1974,The Stylistics,You Make Me Feel Brand New,1995
409,1961,Curtis Lee,Pretty Little Angel Eyes,1995
410,1958,The Fidelity's,The Things I Love,1995
411,1960,The Crests,Step By Step,1995
412,1954,Joe Turner And His Blues Kings,"Shake, Rattle And Roll",1995
413,1961,Timi Yuro,Hurt,1995
414,1964,The 4 Seasons,Ronnie,1995
415,1974,Barry Manilow,Mandy,1995
416,1961,Gene McDaniels,A Hundred Pounds Of Clay,1995
417,1964,The Beatles,And I Love Her,1995
418,1972,Looking Glass,Brandy (You're A Fine Girl),1995
419,1965,Billy Stewart,I Do Love You,1995
420,1964,Billy J. Kramer With The Dakotas,Bad To Me,1995
421,1969,The Rolling Stones,Honky Tonk Women,1995
422,1981,Neil Diamond,America,1995
423,1972,The Stylistics,I'm Stone In Love With You,1995
424,1969,Oliver,Good Morning Starshine,1995
425,1963,Bobby Vinton,Blue Velvet,1995
426,1960,Cathy Jean And The Roommates,Please Love Me ForeverCathy Jean And Charley Macey On Guitar,1995
427,1974,Pilot,Magic,1995
428,1956,Johnny Mathis,Wonderful! Wonderful!,1995
429,1981,John Lennon,Watching The WheelsYoko Ono,1995
430,1963,"Peter, Paul And Mary",Blowin' In The Wind,1995
431,1966,The Beatles,Nowhere Man,1995
432,1963,Chantay's,Pipeline,1995
433,1972,Don McLean,Vincent,1995
434,1964,Jay And The Americans,Come A Little Bit Closer,1995
435,1963,The Dave Clark Five,Glad All Over,1995
436,1959,Connie Francis,God Bless America,1995
437,1966,The Beatles,Yellow Submarine,1995
438,1964,The Dave Clark Five,Any Way You Want It,1995
439,1973,The Rolling Stones,Angie,1995
440,1959,The Clovers,Love Potion No. 9,1995
441,1956,The Platters,(You've Got) The Magic Touch,1995
442,1960,The Ventures,Walk – Don't Run,1995
443,1969,The Guess Who?,These Eyes,1995
444,1977,Bee Gees,Stayin' Alive,1995
445,1959,Johnny Preston,Running Bear,1995
446,1955,The Cadillacs,Speedoo,1995
447,1971,Climax,Precious And Few,1995
448,1959,The Coasters,Poison Ivy,1995
449,1956,The Five Keys,"Out Of Sight, Out Of Mind",1995
450,1970,George Harrison,My Sweet Lord,1995
401,1962,The Cascades,Let Me Be,1995
402,1968,Tommy James And The Shondells,One Two Three And I Fell,1995
403,1955,The Harptones,You Know You're Doing Me Wrong,1995
404,1962,Neil Sedaka,As Long As I Live,1995
405,1967,Jackie Wilson,I'm The One To Do It,1995
406,1957,The Tune Weavers,Yo Yo Walk,1995
407,1966,The Troggs,With A Girl Like You,1995
408,1974,The Stylistics,Only For The Children,1995
409,1961,Curtis Lee,Gee How I Wish You Were Here,1995
410,1958,The Fidelity's,Hold On To What'Cha Got (And Get One More),1995
411,1960,The Crests,Gee (But I'd Give The World),1995
412,1954,Joe Turner And His Blues Kings,You Know I Love You,1995
413,1961,Timi Yuro,I Apologize,1995
414,1964,The 4 Seasons,Born To Wander,1995
415,1974,Barry Manilow,Something's Comin' Up,1995
416,1961,Gene McDaniels,Come On Take A Chance,1995
417,1964,The Beatles,If I Fell,1995
418,1972,Looking Glass,One By One,1995
419,1965,Billy Stewart,Keep Loving,1995
420,1964,Billy J. Kramer With The Dakotas,Little Children,1995
421,1969,The Rolling Stones,You Can't Always Get What You Want,1995
422,1981,Neil Diamond,Songs Of Life,1995
423,1972,The Stylistics,Make It Last,1995
424,1969,Oliver,Can't You See,1995
425,1963,Bobby Vinton,Is There A Place (Where I Can Go),1995
426,1960,Cathy Jean And The Roommates,Canadian Sunset,1995
427,1974,Pilot,Just Let Me Be,1995
428,1956,Johnny Mathis,When Sunny Gets Blue,1995
429,1981,John Lennon,"Yes, I'm Your Angel",1995
430,1963,"Peter, Paul And Mary",Flora,1995
431,1966,The Beatles,Norwegian Wood (This Bird Has Flown),1995
432,1963,Chantay's,Move It,1995
433,1972,Don McLean,Castles In The Air,1995
434,1964,Jay And The Americans,Goodbye Boys Goodbye (Ciao Ragazzi Ciao),1995
435,1963,The Dave Clark Five,I Know You,1995
436,1959,Connie Francis,Among My Souvenirs,1995
437,1966,The Beatles,Eleanor Rigby,1995
438,1964,The Dave Clark Five,Crying Over You,1995
439,1973,The Rolling Stones,Silver Train,1995
440,1959,The Clovers,Stay Awhile,1995
441,1956,The Platters,Winner Take All,1995
442,1960,The Ventures,Home,1995
443,1969,The Guess Who?,Lightfoot,1995
444,1977,Bee Gees,If I Can't Have You,1995
445,1959,Johnny Preston,My Heart Knows,1995
446,1955,The Cadillacs,Let Me Explain,1995
447,1971,Climax,Park Preserve,1995
448,1959,The Coasters,I'm A Hog For You,1995
449,1956,The Five Keys,That's Right,1995
450,1970,George Harrison,Isn't It A Pity,1995
451,1961,The Belmonts,Tell Me Why,1995
452,1965,The Seekers,I'll Never Find Another You,1995
453,1963,Elvis Presley With The JordanairesElvis Sings - Vol. 1A,Blue HawaiiA,1995
454,1961,The Earls,Life Is But A Dream,1995
455,1958,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1995
456,1961,The Marvelettes,Please Mr. Postman,1995
457,1966,The Beach Boys,Wouldn't It Be Nice,1995
458,1969,"Blood, Sweat And Tears",You've Made Me So Very Happy,1995
459,1964,The Ronettes,Walking In The Rain,1995
460,1967,Herman's Hermits,There's A Kind Of Hush,1995
461,1969,Jr. Walker And The All Stars,What Does It Take (To Win Your Love),1995
462,1958,The Champs,Train To Nowhere,1995
463,1963,The Crystals,Da Doo Ron Ron (When He Walked Me Home),1995
464,1961,The Regents [New York],Barbara-Ann,1995
465,1955,The Nutmegs,Story Untold,1995
466,1957,The Silhouettes,Get A Job,1995
467,1961,Neil Sedaka,"Happy Birthday, Sweet Sixteen",1995
468,1958,Jackie Wilson,To Be Loved,1995
469,1966,The Beach Boys,Wouldn't It Be Nice,1995
470,1964,The Reflections [Detroit],(Just Like) Romeo And Juliet,1995
471,1975,Barry Manilow,I Write The Songs,1995
472,1959,Mark Dinning,Teen Angel,1995
473,1959,The Desires [Hull],Let It Please Be You,1995
474,1965,Petula Clark,My Love,1995
475,1980,Kenny Rogers,Lady,1995
476,1956,Willows,Church Bells May Ring,1995
477,1966,The Cyrkle,Red Rubber Ball,1995
478,1965,The Dave Clark Five,Reelin' And Rockin',1995
479,1966,The Lovin' Spoonful,Summer In The City,1995
480,1959,Ray Charles And His Orchestra,What'd I Say (Part 1),1995
481,1970,Dawn,Knock Three Times,1995
482,1958,Little Anthony And The Imperials,Tears On My Pillow,1995
483,1953,The Crows,Gee,1995
484,1976,Lou Rawls,You'll Never Find Another Love Like Mine,1995
485,1978,Meat Loaf,Two Out Of Three Ain't Bad,1995
486,1969,Jay And The Americans,Walkin' In The Rain,1995
487,1955,Fats Domino,Ain't It A Shame,1995
488,1971,Tom Jones,She's A Lady,1995
489,1967,Scott McKenzie,San Francisco (Be Sure To Wear Flowers In Your Hair),1995
490,1976,Vicki Sue Robinson,Turn The Beat Around,1995
491,1957,Crest's,My Juanita,1995
492,1964,Manfred Mann,Do Wah Diddy Diddy,1995
493,1965,The Beatles,Eight Days A Week,1995
494,1965,Four Tops,It's The Same Old Song,1995
495,1966,The Young Rascals,Good Lovin',1995
496,1972,The Stylistics Featuring Russell Thompkins Jr.,"Betcha By Golly, Wow",1995
497,1962,The Isley Brothers,Twist And ShoutThe I.B. Special Instrumental,1995
498,1962,Tony Bennett,(I Left My Heart) In San Francisco,1995
499,1974,The Three Degrees,When Will I See You Again,1995
500,1966,The Outsiders [USA],Time Won't Let Me,1995
451,1961,The Belmonts,Smoke From Your Cigarette,1995
452,1965,The Seekers,Open Up Them Pearly Gates,1995
453,1963,Elvis Presley With The JordanairesElvis Sings - Vol. 1A,No MoreB1,1995
454,1961,The Earls,It's You,1995
455,1958,Domenico Modugno,Mariti In Citta,1995
456,1961,The Marvelettes,So Long Baby,1995
457,1966,The Beach Boys,God Only Knows,1995
458,1969,"Blood, Sweat And Tears",Blues - Part II,1995
459,1964,The Ronettes,How Does It Feel?,1995
460,1967,Herman's Hermits,No Milk Today,1995
461,1969,Jr. Walker And The All Stars,Brainwasher (Part 1),1995
462,1958,The Champs,Tequila,1995
463,1963,The Crystals,Git' It,1995
464,1961,The Regents [New York],I'm So Lonely,1995
465,1955,The Nutmegs,Make Me Lose My Mind,1995
466,1957,The Silhouettes,I Am Lonely,1995
467,1961,Neil Sedaka,Don't Lead Me On,1995
468,1958,Jackie Wilson,Come Back To Me,1995
469,1966,The Beach Boys,God Only Knows,1995
470,1964,The Reflections [Detroit],Can't You Tell By The Look In My Eyes,1995
471,1975,Barry Manilow,A Nice Boy Like Me,1995
472,1959,Mark Dinning,Bye Now Baby,1995
473,1959,The Desires [Hull],Hey Lena,1995
474,1965,Petula Clark,Where Am I Going,1995
475,1980,Kenny Rogers,Sweet Music Man,1995
476,1956,Willows,Baby Tell Me,1995
477,1966,The Cyrkle,How Can I Leave Her,1995
478,1965,The Dave Clark Five,I'm Thinking,1995
479,1966,The Lovin' Spoonful,Butchie's Tune,1995
480,1959,Ray Charles And His Orchestra,What'd I Say (Part 2),1995
481,1970,Dawn,Home,1995
482,1958,Little Anthony And The Imperials,Two People In The World,1995
483,1953,The Crows,I Love You So,1995
484,1976,Lou Rawls,Let's Fall In Love All Over Again,1995
485,1978,Meat Loaf,For Crying Out Loud,1995
486,1969,Jay And The Americans,(I'd Kill) For The Love Of A Lady,1995
487,1955,Fats Domino,La-La,1995
488,1971,Tom Jones,My Way,1995
489,1967,Scott McKenzie,What's The Difference,1995
490,1976,Vicki Sue Robinson,Lack Of Respect,1995
491,1957,Crest's,Sweetest One,1995
492,1964,Manfred Mann,What You Gonna Do?,1995
493,1965,The Beatles,I Don't Want To Spoil The Party,1995
494,1965,Four Tops,Your Love Is Amazing,1995
495,1966,The Young Rascals,Mustang Sally,1995
496,1972,The Stylistics Featuring Russell Thompkins Jr.,Ebony Eyes,1995
497,1962,The Isley Brothers,Spanish Twist,1995
498,1962,Tony Bennett,Once Upon A Time,1995
499,1974,The Three Degrees,Year Of Decision,1995
500,1966,The Outsiders [USA],Was It Really Real,1995
