Year,Spotify_Popularity,Original_Year,Spotify_Rank,WCBS_Rank,WCBS_Chart_Year,Title,Artist,Predicted_Popularity
-1.0,36.0,1984.0,12.0,419.0,1983.0,All Night Long (All Night),Lionel Richie,76.05899848814754
1.0,74.0,1984.0,14.0,172.0,1985.0,Dancing In The Dark,Bruce Springsteen,73.41250339091145
5.0,38.0,1984.0,25.0,199.0,1989.0,I Just Called To Say I Love You,Stevie Wonder,66.56057381624855
3.0,38.0,1984.0,25.0,196.0,1987.0,I Just Called To Say I Love You,Stevie Wonder,67.90518660028656
1.0,38.0,1984.0,25.0,229.0,1985.0,I Just Called To Say I Love You,Stevie Wonder,69.27696236437926
1.0,57.0,1984.0,32.0,339.0,1985.0,Stuck On You,Lionel Richie,67.58772675724748
1.0,76.0,1984.0,39.0,375.0,1985.0,Uptown Girl,Billy Joel,66.26380598532685
-1.0,76.0,1984.0,39.0,116.0,1983.0,Uptown Girl,Billy Joel,67.60242366150342
1.0,68.0,1984.0,78.0,482.0,1985.0,Thriller,Michael Jackson,61.82631712910413
5.0,60.0,1984.0,89.0,88.0,1989.0,The Longest Time,Billy Joel,58.6235423813836
3.0,60.0,1984.0,89.0,388.0,1987.0,The Longest Time,Billy Joel,59.807816494602854
1.0,60.0,1984.0,89.0,433.0,1985.0,The Longest Time,Billy Joel,61.016014531868144
0.0,75.0,1985.0,4.0,388.0,1985.0,I Want To Know What Love Is,Foreigner,84.04652914567278
0.0,64.0,1985.0,23.0,296.0,1985.0,Saving All My Love For You,Whitney Houston,70.55909448876561
0.0,55.0,1985.0,52.0,483.0,1985.0,Suddenly,Billy Ocean,65.03175103831398
0.0,74.0,1985.0,53.0,177.0,1985.0,The Boys Of Summer,Don Henley,64.90799519469853
6.0,50.0,1989.0,7.0,364.0,1995.0,Wind Beneath My Wings,Bette Midler,74.84422735864061
2.0,46.0,1993.0,90.0,218.0,1995.0,Reason To Believe,Rod Stewart,60.341436062992315
-4.0,46.0,1993.0,90.0,286.0,1989.0,Reason To Believe,Rod Stewart,64.07274208271538
-6.0,46.0,1993.0,90.0,184.0,1987.0,Reason To Believe,Rod Stewart,65.36709733197493
-8.0,46.0,1993.0,90.0,116.0,1985.0,Reason To Believe,Rod Stewart,66.68760029174021
-10.0,46.0,1993.0,90.0,447.0,1983.0,Reason To Believe,Rod Stewart,68.03477918080203
-12.0,46.0,1993.0,90.0,235.0,1981.0,Reason To Believe,Rod Stewart,69.40917288867867
-14.0,46.0,1993.0,90.0,459.0,1979.0,Reason To Believe,Rod Stewart,70.81133119117874
-20.0,46.0,1993.0,90.0,274.0,1973.0,Reason To Believe,Rod Stewart,75.19005936832093
